"DAY";"OD_PAIR";"PERIOD";"OD_FLOW";"WEEKDAY";"MONTH"
"2017-06-09";"south-west_northwest";"midday period";"401";"Friday";6
"2017-06-12";"south-west_northwest";"midday period";"382";"Monday";6
"2017-06-13";"south-west_northwest";"midday period";"344";"Tuesday";6
"2017-06-14";"south-west_northwest";"midday period";"487";"Wednesday";6
"2017-06-15";"south-west_northwest";"midday period";NA;"Thursday";6
"2017-06-16";"south-west_northwest";"midday period";"443";"Friday";6
"2017-06-19";"south-west_northwest";"midday period";"411";"Monday";6
"2017-06-20";"south-west_northwest";"midday period";"358";"Tuesday";6
"2017-06-21";"south-west_northwest";"midday period";"425";"Wednesday";6
"2017-06-22";"south-west_northwest";"midday period";"344";"Thursday";6
"2017-06-23";"south-west_northwest";"midday period";"545";"Friday";6
"2017-06-26";"south-west_northwest";"midday period";"357";"Monday";6
"2017-06-27";"south-west_northwest";"midday period";"428";"Tuesday";6
"2017-06-28";"south-west_northwest";"midday period";"380";"Wednesday";6
"2017-06-29";"south-west_northwest";"midday period";"441";"Thursday";6
"2017-06-30";"south-west_northwest";"midday period";"536";"Friday";6
"2017-07-03";"south-west_northwest";"midday period";"514";"Monday";7
"2017-07-04";"south-west_northwest";"midday period";"369";"Tuesday";7
"2017-07-05";"south-west_northwest";"midday period";"512";"Wednesday";7
"2017-07-06";"south-west_northwest";"midday period";"434";"Thursday";7
"2017-07-07";"south-west_northwest";"midday period";"469";"Friday";7
"2017-07-10";"south-west_northwest";"midday period";"493";"Monday";7
"2017-07-11";"south-west_northwest";"midday period";"448";"Tuesday";7
"2017-07-12";"south-west_northwest";"midday period";"481";"Wednesday";7
"2017-07-13";"south-west_northwest";"midday period";"461";"Thursday";7
"2017-07-14";"south-west_northwest";"midday period";"453";"Friday";7
"2017-07-17";"south-west_northwest";"midday period";"490";"Monday";7
"2017-07-18";"south-west_northwest";"midday period";"495";"Tuesday";7
"2017-07-19";"south-west_northwest";"midday period";"371";"Wednesday";7
